,Total Bytes,Average Packet Size,Smallest Packet,Largest Packets,25%,50%,75%,No Sources,No of Destinations,No of IP srcs,No of IP dsts,unique addresses,No TCP Flags,No Protocols,Packet Count,Average Inter Arrival Time
235,14415,90.66037735849056,42,341,60.0,83.0,108.0,7,6,4,4,9,2,4,159,0.03773632075471698113207547170
236,19458,88.84931506849315,42,341,60.0,66.0,97.0,8,8,5,5,10,4,6,219,0.02739905479452054794520547945
237,28808,129.18385650224215,42,450,60.0,86.0,133.0,8,9,5,7,11,2,6,223,0.02690618834080717488789237668
238,20302,110.33695652173913,42,450,60.0,83.0,108.0,7,8,5,6,10,2,5,184,0.03260992391304347826086956522
239,15069,93.59627329192547,42,341,60.0,83.0,108.0,8,7,4,4,10,2,5,161,0.03726850310559006211180124224
240,14570,89.93827160493827,42,341,60.0,71.5,108.0,7,7,5,5,9,2,4,162,0.03703945679012345679012345679
241,15952,86.69565217391305,42,341,60.0,60.0,97.0,9,11,6,8,14,5,6,184,0.03261013043478260869565217391
242,18260,95.6020942408377,42,341,60.0,79.0,108.0,8,9,6,7,12,2,7,191,0.03141397905759162303664921466
243,23862,129.68478260869566,42,450,60.0,84.5,114.0,7,7,4,5,10,2,5,184,0.03261071739130434782608695652
244,19828,111.3932584269663,42,450,60.0,83.0,108.0,8,8,4,5,11,2,6,178,0.03370870224719101123595505618
245,14415,90.66037735849056,42,341,60.0,83.0,108.0,7,6,4,4,9,2,4,159,0.03773700628930817610062893082
246,14826,89.85454545454546,42,341,60.0,83.0,108.0,8,7,4,4,10,2,5,165,0.03636485454545454545454545455
247,18006,96.80645161290323,42,341,60.0,83.0,108.0,8,7,5,5,10,2,6,186,0.03226021505376344086021505376
248,14488,88.34146341463415,42,341,60.0,60.0,108.0,7,6,4,4,9,2,4,164,0.03658581097560975609756097561
249,24552,132.0,60,450,60.0,86.0,114.0,8,7,4,5,10,2,6,186,0.03226013978494623655913978495
250,19269,110.10857142857142,42,450,60.0,83.0,108.0,7,7,4,5,10,2,5,175,0.03428698857142857142857142857
251,16209,97.05988023952096,46,341,60.0,83.0,108.0,9,10,6,8,14,2,6,167,0.03592964071856287425149700599
252,17613,96.77472527472527,46,341,60.0,83.0,108.0,8,9,6,7,12,2,6,182,0.03296834615384615384615384615
253,14367,91.50955414012739,60,341,60.0,83.0,108.0,7,5,4,4,8,2,4,157,0.03821798726114649681528662420
254,15012,95.0126582278481,60,341,60.0,83.0,108.0,8,6,4,4,9,2,4,158,0.03797513924050632911392405063
255,23307,133.18285714285713,60,450,60.0,86.0,114.0,7,6,4,5,9,2,4,175,0.03428805714285714285714285714
256,18835,112.11309523809524,60,450,60.0,83.0,108.0,7,7,4,5,9,2,5,168,0.03571467261904761904761904762
257,14879,97.88815789473684,60,341,60.0,83.0,108.0,8,7,5,5,10,2,5,152,0.03947620394736842105263157895
258,16528,94.98850574712644,60,341,60.0,83.0,108.0,7,5,4,4,8,2,3,174,0.03448406321839080459770114943
259,15003,94.35849056603773,60,341,60.0,83.0,108.0,8,6,4,4,9,2,5,159,0.03773635849056603773584905660
260,13312,91.17808219178082,60,341,60.0,83.0,108.0,6,5,4,4,7,2,3,146,0.04109852739726027397260273973
261,24022,129.1505376344086,46,450,60.0,83.0,114.0,9,10,6,8,14,2,6,186,0.03225841935483870967741935484
262,20124,116.32369942196532,46,450,60.0,83.0,108.0,8,9,6,7,12,2,6,173,0.03468443930635838150289017341
263,16528,94.98850574712644,60,341,60.0,83.0,108.0,7,5,4,4,8,2,3,174,0.03448410919540229885057471264
264,14632,93.7948717948718,60,341,60.0,83.0,108.0,7,6,4,4,8,2,4,156,0.03846301923076923076923076923
265,14007,92.76158940397352,60,341,60.0,83.0,108.0,7,5,4,4,8,2,3,151,0.03973555629139072847682119205
266,14736,90.96296296296296,60,341,60.0,83.0,108.0,8,7,4,4,10,2,5,162,0.03703856790123456790123456790
267,24548,135.6243093922652,60,450,60.0,86.0,114.0,8,8,5,6,11,2,5,181,0.03315130386740331491712707182
268,20549,113.5303867403315,60,450,60.0,83.0,114.0,6,6,4,5,8,2,4,181,0.03315040883977900552486187845
269,15012,95.0126582278481,60,341,60.0,83.0,108.0,8,6,4,4,9,2,4,158,0.03797624050632911392405063291
270,20423,94.9906976744186,42,359,60.0,83.0,108.0,7,14,6,9,15,2,7,215,0.02790733488372093023255813953
271,17236,90.71578947368421,42,341,60.0,60.0,108.0,9,12,7,7,14,2,7,190,0.03158006842105263157894736842
272,16192,92.52571428571429,42,341,60.0,60.0,108.0,8,10,5,8,13,2,7,175,0.03428717714285714285714285714
273,23556,132.3370786516854,60,450,60.0,86.0,114.0,7,6,4,5,9,2,4,178,0.03371038202247191011235955056
274,23647,116.48768472906404,42,450,60.0,83.0,114.0,9,10,6,7,12,2,6,203,0.02955699507389162561576354680
275,14782,87.98809523809524,42,341,60.0,60.0,99.75,8,8,4,4,10,2,4,168,0.03571541071428571428571428571
276,14622,90.81987577639751,42,341,60.0,83.0,108.0,8,7,4,4,10,2,5,161,0.03726942857142857142857142857
277,60853,90.01923076923077,54,341,60.0,61.0,87.0,8,8,5,6,10,4,5,676,0.008875980769230769230769230769
278,27414,86.20754716981132,54,341,60.0,61.0,97.0,7,6,5,5,8,2,3,318,0.01886833962264150943396226415
279,25640,132.16494845360825,60,450,60.0,86.0,130.5,7,7,4,5,9,2,5,194,0.03092990206185567010309278351
280,18906,113.89156626506023,60,450,60.0,83.0,108.0,7,6,4,5,9,2,4,166,0.03614596385542168674698795181
281,14473,91.0251572327044,46,341,60.0,83.0,108.0,9,9,6,7,13,2,5,159,0.03773735220125786163522012579
282,15862,94.41666666666667,42,341,60.0,79.0,108.0,8,10,6,8,13,2,7,168,0.03571472023809523809523809524
283,14765,87.88690476190476,42,341,60.0,60.0,99.75,7,7,5,5,9,2,4,168,0.03571670833333333333333333333
284,17524,96.28571428571429,60,341,60.0,83.0,108.0,8,6,4,4,9,2,5,182,0.03296825824175824175824175824
285,23556,132.3370786516854,60,450,60.0,86.0,114.0,7,6,4,5,9,2,4,178,0.03370834269662921348314606742
286,18717,114.1280487804878,60,450,60.0,83.0,108.0,8,7,4,5,10,2,5,164,0.03658814634146341463414634146
287,14808,96.15584415584415,60,341,60.0,83.0,108.0,7,6,5,5,9,2,4,154,0.03896210389610389610389610390
288,14899,90.2969696969697,54,341,60.0,83.0,108.0,8,7,5,5,9,2,4,165,0.03636504848484848484848484848
289,17404,96.68888888888888,60,341,60.0,83.0,108.0,8,6,4,4,9,2,5,180,0.03333458888888888888888888889
290,14127,92.33333333333333,60,341,60.0,83.0,108.0,7,5,4,4,8,2,3,153,0.03921717647058823529411764706
291,25627,131.4205128205128,46,450,60.0,86.0,114.0,9,10,7,8,14,2,6,195,0.03077081025641025641025641026
292,19815,117.24852071005917,46,450,60.0,83.0,114.0,7,8,5,7,11,2,5,169,0.03550388757396449704142011834
293,14899,90.2969696969697,54,341,60.0,83.0,108.0,8,7,5,5,9,2,4,165,0.03636510909090909090909090909
294,14763,95.24516129032259,60,341,60.0,83.0,108.0,8,6,4,4,9,2,4,155,0.03871163870967741935483870968
295,16148,93.88372093023256,60,341,60.0,83.0,108.0,6,5,4,4,7,2,3,172,0.03488458139534883720930232558
296,14196,92.7843137254902,60,341,60.0,83.0,108.0,8,6,4,4,9,2,4,153,0.03921739869281045751633986928
297,24728,134.3913043478261,60,450,60.0,86.0,114.0,7,7,5,6,10,2,5,184,0.03261007608695652173913043478
298,19300,110.91954022988506,54,450,60.0,83.0,108.0,8,8,5,6,10,2,5,174,0.03448287931034482758620689655
299,14068,93.78666666666666,60,341,60.0,83.0,108.0,7,6,4,4,8,2,4,150,0.04000158666666666666666666667
300,16708,94.3954802259887,60,341,60.0,83.0,108.0,7,6,4,4,9,2,4,177,0.03390046892655367231638418079
301,14685,90.0920245398773,46,341,60.0,60.0,108.0,9,11,6,9,15,2,5,163,0.03681042944785276073619631902
302,15308,96.88607594936708,60,341,60.0,83.0,108.0,7,7,6,6,10,2,5,158,0.03797611392405063291139240506
303,23819,127.37433155080214,54,450,60.0,83.0,114.0,8,8,5,6,10,2,5,187,0.03208675935828877005347593583
304,19662,115.65882352941176,60,450,60.0,83.0,112.5,8,7,4,5,10,2,5,170,0.03529598823529411764705882353
305,16768,94.20224719101124,60,341,60.0,83.0,108.0,7,5,4,4,8,2,4,178,0.03370941573033707865168539326
306,14067,92.54605263157895,60,341,60.0,83.0,108.0,8,6,4,4,9,2,4,152,0.03947540789473684210526315789
307,14808,96.15584415584415,60,341,60.0,83.0,108.0,7,6,5,5,9,2,4,154,0.03896275974025974025974025974
308,14899,90.2969696969697,54,341,60.0,83.0,108.0,8,7,5,5,9,2,4,165,0.03636395151515151515151515152
309,24312,133.58241758241758,60,450,60.0,86.0,114.0,8,7,4,5,10,2,5,182,0.03296916483516483516483516484
310,21058,114.44565217391305,60,450,60.0,84.5,114.0,7,6,4,5,9,2,4,184,0.03260992934782608695652173913
311,16198,95.28235294117647,46,341,60.0,83.0,108.0,9,10,7,8,14,2,6,170,0.03529499411764705882352941176
312,15165,96.59235668789809,46,341,60.0,83.0,108.0,7,8,5,7,11,2,5,157,0.03821758598726114649681528662
313,15139,89.57988165680473,54,341,60.0,60.0,108.0,8,7,5,5,9,2,5,169,0.03550523076923076923076923077
314,14512,94.23376623376623,60,341,60.0,83.0,108.0,7,6,4,4,8,2,4,154,0.03896257792207792207792207792
315,23556,132.3370786516854,60,450,60.0,86.0,114.0,7,6,4,5,9,2,4,178,0.03370837078651685393258426966
316,20989,114.07065217391305,60,450,60.0,84.5,114.0,8,7,4,5,10,2,5,184,0.03261066304347826086956521739
317,15428,96.425,60,341,60.0,83.0,108.0,7,6,5,5,9,2,5,160,0.03750104375
318,13955,88.88535031847134,54,341,60.0,60.0,97.0,8,7,5,5,9,2,4,157,0.03821843312101910828025477707
319,14763,95.24516129032259,60,341,60.0,83.0,108.0,8,6,4,4,9,2,4,155,0.03871121935483870967741935484
320,20300,95.30516431924883,42,359,60.0,83.0,108.0,7,13,6,9,14,2,7,213,0.02816940375586854460093896714
321,27309,120.30396475770925,42,450,60.0,83.0,114.0,9,13,6,8,15,2,7,227,0.02643267400881057268722466960
322,20581,111.24864864864865,42,450,60.0,83.0,108.0,7,8,6,7,11,2,6,185,0.03243457837837837837837837838
323,14956,89.02380952380952,42,341,60.0,60.0,108.0,8,8,5,5,10,2,5,168,0.03571573809523809523809523810
324,16974,97.55172413793103,42,342,60.0,83.0,108.0,9,9,6,6,11,2,6,174,0.03448402298850574712643678161
325,15042,89.53571428571429,42,341,60.0,60.0,108.0,8,8,4,4,10,2,4,168,0.03571583928571428571428571429
326,16514,92.25698324022346,42,341,60.0,83.0,108.0,8,7,4,4,10,2,5,179,0.03351987150837988826815642458
327,24488,136.04444444444445,60,450,60.0,86.0,114.0,7,7,5,6,10,2,4,180,0.03333464444444444444444444444
328,19621,110.85310734463278,54,450,60.0,83.0,108.0,8,9,5,6,11,2,6,177,0.03390049717514124293785310734
329,15252,94.14814814814815,60,341,60.0,83.0,108.0,8,6,4,4,9,2,5,162,0.03703756172839506172839506173
330,13876,91.28947368421052,60,341,60.0,83.0,108.0,6,5,4,4,7,2,3,152,0.03947615789473684210526315789
331,16578,96.38372093023256,46,341,60.0,83.0,108.0,9,10,7,8,14,2,6,172,0.03488506395348837209302325581
332,17566,98.68539325842697,46,341,60.0,83.0,108.0,7,7,5,6,10,2,5,178,0.03370916292134831460674157303
333,24190,127.3157894736842,54,450,60.0,83.0,114.0,8,8,5,6,10,2,6,190,0.03158022631578947368421052632
334,24448,101.86666666666666,54,450,60.0,74.0,103.0,8,8,5,6,10,7,6,240,0.02500046666666666666666666667
335,14136,93.0,60,341,60.0,83.0,108.0,7,5,4,4,8,2,3,152,0.039475875
336,14067,92.54605263157895,60,341,60.0,83.0,108.0,8,6,4,4,9,2,4,152,0.03947434210526315789473684211
337,65050,82.97193877551021,54,341,60.0,61.0,89.0,7,7,5,6,9,5,4,784,0.007653343112244897959183673469
338,14176,90.29299363057325,60,341,60.0,83.0,108.0,7,6,4,4,8,2,5,157,0.03821895541401273885350318471
339,29662,115.41634241245136,54,450,60.0,74.0,108.0,8,9,5,6,11,7,7,257,0.02334756031128404669260700389
340,23823,101.37446808510639,54,450,60.0,74.0,103.0,7,7,5,6,9,7,5,235,0.02553258723404255319148936170
341,14579,90.5527950310559,46,341,60.0,60.0,108.0,9,10,6,8,14,2,5,161,0.03726752795031055900621118012
342,17449,97.4804469273743,60,341,60.0,83.0,108.0,7,7,6,6,10,2,5,179,0.03352082122905027932960893855
343,14307,91.71153846153847,60,341,60.0,83.0,108.0,8,6,4,4,9,2,5,156,0.03846407051282051282051282051
344,112870,84.48353293413173,54,341,60.0,61.0,87.0,8,7,5,5,9,4,4,1336,0.004491192365269461077844311377
345,53923,94.10645724258289,54,450,60.0,61.0,89.0,7,7,5,6,9,5,4,573,0.01047133507853403141361256545
346,18835,112.11309523809524,60,450,60.0,83.0,108.0,7,7,4,5,9,2,5,168,0.03571642857142857142857142857
347,17397,98.28813559322033,42,341,60.0,83.0,108.0,7,6,5,5,9,2,5,177,0.03389968361581920903954802260
348,20873,86.97083333333333,42,341,60.0,60.0,97.0,8,8,5,5,10,7,6,240,0.02500036666666666666666666667
349,20228,92.78899082568807,42,341,60.0,76.0,105.25,8,8,5,5,10,4,6,218,0.02752471559633027522935779817
350,14182,89.75949367088607,42,341,60.0,83.0,108.0,7,6,4,4,9,2,4,158,0.03797523417721518987341772152
351,27746,128.4537037037037,42,450,60.0,84.5,133.0,9,10,6,7,13,2,7,216,0.02777887037037037037037037037
352,20175,115.28571428571429,46,450,60.0,83.0,108.0,7,10,6,9,13,2,6,175,0.03428783428571428571428571429
353,17290,92.45989304812834,54,341,60.0,83.0,108.0,8,7,5,5,9,5,4,187,0.03208685561497326203208556150
354,14383,94.00653594771242,60,341,60.0,83.0,108.0,7,6,4,4,8,2,4,153,0.03921720261437908496732026144
355,14256,92.57142857142857,60,341,60.0,83.0,108.0,7,5,4,4,8,2,3,154,0.03896148701298701298701298701
356,14067,92.54605263157895,60,341,60.0,83.0,108.0,8,6,4,4,9,2,4,152,0.03947632236842105263157894737
357,23793,135.96,60,450,60.0,86.0,114.0,7,7,5,6,10,2,4,175,0.03428607428571428571428571429
358,20989,114.07065217391305,60,450,60.0,84.5,114.0,8,7,4,5,10,2,5,184,0.03261077717391304347826086957
359,15192,94.36024844720497,60,341,60.0,83.0,108.0,8,7,4,4,10,2,5,161,0.03726861490683229813664596273
360,14247,91.91612903225807,60,341,60.0,83.0,108.0,7,5,4,4,8,2,4,155,0.03871117419354838709677419355
361,14342,89.6375,46,341,60.0,83.0,108.0,9,9,7,7,13,2,5,160,0.03750140625
362,15308,96.88607594936708,60,341,60.0,83.0,108.0,7,7,5,6,10,2,5,158,0.03797514556962025316455696203
363,25994,129.3233830845771,46,450,60.0,86.0,114.0,8,7,5,5,10,2,6,201,0.02985278606965174129353233831
364,19413,116.24550898203593,60,450,60.0,83.0,114.0,8,7,4,5,10,2,5,167,0.03592950299401197604790419162
365,13876,91.28947368421052,60,341,60.0,83.0,108.0,6,5,4,4,7,2,3,152,0.03947509210526315789473684211
366,14316,92.36129032258064,60,341,60.0,83.0,108.0,8,6,4,4,9,2,4,155,0.03871125161290322580645161290
367,14939,97.640522875817,60,341,60.0,83.0,108.0,7,6,5,5,9,2,4,153,0.03921717647058823529411764706
368,16708,94.3954802259887,60,341,60.0,83.0,108.0,8,6,4,4,9,2,5,177,0.03389961016949152542372881356
369,24052,132.15384615384616,60,450,60.0,86.0,114.0,7,7,4,5,9,2,5,182,0.03296745604395604395604395604
370,27247,111.21224489795918,42,450,60.0,86.0,112.0,7,14,6,10,15,2,7,245,0.02449159183673469387755102041
371,17722,91.35051546391753,42,341,60.0,60.0,108.0,9,14,6,9,16,2,7,194,0.03092798453608247422680412371
372,15675,93.8622754491018,42,341,60.0,60.0,108.0,7,8,6,7,11,2,6,167,0.03593042514970059880239520958
373,13816,91.49668874172185,60,341,60.0,83.0,108.0,7,6,4,4,8,2,4,151,0.03973668211920529801324503311
374,19486,98.41414141414141,42,342,60.0,83.0,108.0,9,9,6,6,11,2,6,198,0.03030395959595959595959595960
375,24093,127.47619047619048,42,450,60.0,83.0,114.0,8,9,4,5,11,2,5,189,0.03174749206349206349206349206
376,18459,112.5548780487805,42,450,60.0,83.0,108.0,8,8,4,5,11,2,6,164,0.03658584146341463414634146341
377,15237,95.23125,60,341,60.0,83.0,108.0,7,6,5,5,9,2,5,160,0.03750244375
378,14307,91.71153846153847,60,341,60.0,83.0,108.0,8,6,4,4,9,2,5,156,0.03846303205128205128205128205
379,22450,89.8,54,341,60.0,74.0,101.5,8,7,5,5,9,7,5,250,0.024000284
380,34537,86.99496221662469,54,341,60.0,61.0,87.0,7,6,5,5,8,4,3,397,0.01511420654911838790931989924
381,128043,87.40136518771331,54,450,60.0,61.0,87.0,9,9,6,7,12,5,6,1465,0.004095704436860068259385665529
382,20245,114.37853107344633,42,450,60.0,83.0,108.0,7,10,6,9,13,2,6,177,0.03390014689265536723163841808
383,15066,89.14792899408285,42,341,60.0,60.0,108.0,8,7,4,4,10,2,5,169,0.03550348520710059171597633136
384,17443,95.31693989071039,42,341,60.0,83.0,108.0,8,7,4,4,10,2,5,183,0.03278902732240437158469945355
385,14182,89.75949367088607,42,341,60.0,83.0,108.0,7,6,4,4,9,2,4,158,0.03797505696202531645569620253
386,14862,90.07272727272728,42,341,60.0,83.0,108.0,8,7,4,4,10,2,5,165,0.03636509696969696969696969697
387,24488,136.04444444444445,60,450,60.0,86.0,114.0,7,7,5,6,10,2,4,180,0.03333454444444444444444444444
388,18717,114.1280487804878,60,450,60.0,83.0,108.0,8,7,4,5,10,2,5,164,0.03658733536585365853658536585
389,14632,93.7948717948718,60,341,60.0,83.0,108.0,7,6,4,4,8,2,4,156,0.03846248076923076923076923077
390,16279,95.19883040935673,60,341,60.0,83.0,108.0,7,5,4,4,8,2,3,171,0.03508921052631578947368421053
391,16232,97.78313253012048,60,341,60.0,83.0,108.0,9,8,6,6,12,2,6,166,0.03614688554216867469879518072
392,15520,95.80246913580247,46,341,60.0,83.0,108.0,7,10,6,9,13,2,5,162,0.03703830246913580246913580247
393,23356,130.4804469273743,60,450,60.0,86.0,114.0,7,7,4,5,9,2,5,179,0.03352011173184357541899441341
394,19713,114.61046511627907,60,450,60.0,83.0,109.5,8,8,4,5,11,2,6,172,0.03488593023255813953488372093
395,15715,95.24242424242425,60,341,60.0,83.0,108.0,7,5,4,4,8,2,3,165,0.03636426666666666666666666667
396,13936,91.08496732026144,60,341,60.0,83.0,108.0,7,6,4,4,8,2,4,153,0.03921815686274509803921568627
397,15428,96.425,60,341,60.0,83.0,108.0,8,7,5,5,10,2,5,160,0.03750141875
398,14556,91.54716981132076,60,341,60.0,83.0,108.0,8,6,4,4,9,2,5,159,0.03773630817610062893081761006
399,24063,134.43016759776538,60,450,60.0,86.0,114.0,8,7,4,5,10,2,5,179,0.03352176536312849162011173184
400,20798,113.03260869565217,60,450,60.0,83.0,109.5,6,6,4,5,8,2,4,184,0.03260927717391304347826086957
401,14814,90.32926829268293,46,341,60.0,83.0,108.0,9,10,6,8,14,2,5,164,0.03658754268292682926829268293
402,15179,96.68152866242038,60,341,60.0,83.0,108.0,7,8,6,7,11,2,5,157,0.03821808280254777070063694268
403,14316,92.36129032258064,60,341,60.0,83.0,108.0,8,6,4,4,9,2,4,155,0.03871027096774193548387096774
404,14632,93.7948717948718,60,341,60.0,83.0,108.0,7,6,4,4,8,2,4,156,0.03846321794871794871794871795
405,26329,128.43414634146342,60,450,60.0,86.0,114.0,7,7,5,6,10,2,5,205,0.02926993658536585365853658537
406,24681,107.30869565217391,54,450,60.0,79.0,108.0,8,8,5,6,10,4,6,230,0.02608730434782608695652173913
407,16070,97.98780487804878,54,341,60.0,83.0,108.0,7,7,5,6,9,2,4,164,0.03658785365853658536585365854
408,119748,66.82366071428571,42,341,60.0,60.0,73.0,8,8,5,5,10,5,5,1792,0.003348529575892857142857142857
409,615750,64.83626408339475,58,341,60.0,60.0,73.0,8,6,4,4,9,5,4,9497,0.0006320567547646625250078972307
410,636621,64.77625152625153,60,341,60.0,60.0,73.0,7,5,4,4,8,5,3,9828,0.0006105562678062678062678062678
411,162955,70.48226643598616,60,450,60.0,60.0,73.0,9,8,6,6,12,5,6,2312,0.002611759515570934256055363322
412,20219,113.58988764044943,46,450,60.0,83.0,108.0,7,9,5,8,12,2,6,178,0.03404517415730337078651685393
413,15365,88.81502890173411,46,341,60.0,60.0,108.0,8,9,6,7,11,2,6,173,0.03502864739884393063583815029
414,14763,95.24516129032259,60,341,60.0,83.0,108.0,8,6,4,4,9,2,4,155,0.03909796774193548387096774194
415,14376,92.15384615384616,60,341,60.0,83.0,108.0,7,5,4,4,8,2,3,156,0.03949373717948717948717948718
416,16365,93.51428571428572,60,341,60.0,83.0,108.0,7,6,4,4,8,2,4,175,0.03534982285714285714285714286
417,24479,135.24309392265192,60,450,60.0,86.0,114.0,7,7,5,6,10,2,5,181,0.03319402762430939226519337017
418,19852,109.67955801104972,54,450,60.0,83.0,108.0,8,8,5,6,10,2,5,181,0.03321706629834254143646408840
419,15052,94.66666666666667,60,341,60.0,83.0,108.0,8,6,4,4,9,2,4,159,0.03958935220125786163522012579
420,19842,94.48571428571428,42,359,60.0,83.0,108.0,7,13,6,9,14,2,7,210,0.02857843333333333333333333333
421,19138,92.45410628019323,42,341,60.0,60.0,108.0,9,12,6,7,14,2,6,207,0.03051642512077294685990338164
422,15164,89.2,42,341,60.0,69.5,108.0,7,8,6,7,11,2,6,170,0.03529632941176470588235294118
423,24850,128.75647668393782,42,450,60.0,83.0,114.0,8,9,5,6,11,2,6,193,0.03108858549222797927461139896
424,21166,110.81675392670157,42,450,60.0,83.0,108.0,9,10,6,7,12,2,6,191,0.03141466492146596858638743455
425,14562,91.0125,42,341,60.0,83.0,108.0,7,6,4,4,9,2,4,160,0.0375024625
426,17419,97.85955056179775,42,341,60.0,83.0,108.0,8,7,4,4,10,2,5,178,0.03370916292134831460674157303
427,14414,92.3974358974359,60,341,60.0,83.0,108.0,7,6,5,5,9,2,4,156,0.03846313461538461538461538462
428,15215,91.6566265060241,54,341,60.0,83.0,108.0,8,7,5,5,9,2,4,166,0.03614496987951807228915662651
429,23856,130.36065573770492,60,450,60.0,86.0,114.0,8,7,4,5,10,2,6,183,0.03278881420765027322404371585
430,19091,115.7030303030303,60,450,60.0,83.0,114.0,7,6,5,5,9,2,4,165,0.03636521212121212121212121212
431,19070,101.43617021276596,46,341,60.0,83.0,108.0,9,9,7,7,13,2,6,188,0.03191538297872340425531914894
432,14440,89.68944099378882,46,341,60.0,83.0,108.0,7,8,5,7,11,2,6,161,0.03726945962732919254658385093
433,15475,93.22289156626506,54,341,60.0,83.0,108.0,8,7,5,5,9,2,4,166,0.03614593373493975903614457831
434,14316,92.36129032258064,60,341,60.0,83.0,108.0,8,6,4,4,9,2,4,155,0.03871056774193548387096774194
435,22983,132.84971098265896,60,450,60.0,86.0,114.0,7,6,4,5,9,2,5,173,0.03468305202312138728323699422
436,21512,117.55191256830601,60,450,60.0,86.0,114.0,7,7,4,5,9,2,5,183,0.03278912568306010928961748634
437,14534,91.9873417721519,60,341,60.0,83.0,108.0,7,6,5,5,9,2,4,158,0.03797613924050632911392405063
438,15595,92.82738095238095,54,341,60.0,83.0,108.0,8,7,5,5,9,2,4,168,0.03571485714285714285714285714
439,14316,92.36129032258064,60,341,60.0,83.0,108.0,8,6,4,4,9,2,4,155,0.03871202580645161290322580645
440,13876,91.28947368421052,60,341,60.0,83.0,108.0,6,5,4,4,7,2,3,152,0.03947523684210526315789473684
441,24667,133.33513513513515,46,450,60.0,86.0,114.0,9,8,6,6,12,2,7,185,0.03243374594594594594594594595
442,21562,112.30208333333333,46,450,60.0,83.0,109.5,7,10,6,9,13,2,5,192,0.031250328125
443,15346,93.0060606060606,54,341,60.0,83.0,108.0,8,7,5,5,9,2,4,165,0.03636512727272727272727272727
444,13936,91.08496732026144,60,341,60.0,83.0,108.0,7,6,4,4,8,2,4,153,0.03921808496732026143790849673
445,14256,92.57142857142857,60,341,60.0,83.0,108.0,7,5,4,4,8,2,3,154,0.03896258441558441558441558442
446,15090,97.35483870967742,60,341,60.0,83.0,108.0,8,6,4,4,9,2,4,155,0.03871172258064516129032258065
447,26145,127.53658536585365,42,450,60.0,86.0,114.0,7,7,5,6,10,2,5,205,0.02926831219512195121951219512
448,20615,107.36979166666667,42,450,60.0,71.5,108.0,8,9,5,6,11,2,6,192,0.03125119791666666666666666667
449,217,72.33333333333333,60,97,60.0,60.0,78.5,2,2,1,1,4,1,2,3,0.000000
